Stimuli_ID	Vocalist_ID	Technique	Artist	Song	Lyrics	Duration	Tempo	Time_signature	Original_Corresponding_Excerpt	WAV_Path	Credits	Session_date_YMD	logMel_Path	Spectral_Centroid	Gender	Age_at_recording	band_url	annotations
VOX-0049	K	Clean	Whitechapel	The Night Remains	"""Rid yourself and never return"""	3970.61	155	4/4	EXCE-141	static/metalvox/VOX-0049.wav	Geoffrey Uhal	20250529	static/metalvox/logMel/VOX-049.png	2044.476448	Male		https://open.spotify.com/artist/0JjCIXB0MY61IlbFP3qqEQ?si=VKzY4Sg6QYa4x-BiX0kAGg	
VOX-0050	K	Clean_FLAT	Whitechapel	The Night Remains	"""Rid yourself and never return"""	2983.76	155	4/4	EXCE-141	static/metalvox/VOX-0050.wav	Geoffrey Uhal	20250529	static/metalvox/logMel/VOX-050.png	2247.277249	Male		https://open.spotify.com/artist/0JjCIXB0MY61IlbFP3qqEQ?si=VKzY4Sg6QYa4x-BiX0kAGg	
VOX-0051	K	Screaming_NV	Whitechapel	The Night Remains	"""Rid yourself and never return"""	3006.98	155	4/4	EXCE-141	static/metalvox/VOX-0051.wav	Geoffrey Uhal	20250529	static/metalvox/logMel/VOX-051.png	2655.257671	Male		https://open.spotify.com/artist/0JjCIXB0MY61IlbFP3qqEQ?si=VKzY4Sg6QYa4x-BiX0kAGg	
VOX-0052	K	Screaming_V	Whitechapel	The Night Remains	"""Rid yourself and never return"""	3320.45	155	4/4	EXCE-141	static/metalvox/VOX-0052.wav	Geoffrey Uhal	20250529	static/metalvox/logMel/VOX-052.png	2821.806352	Male		https://open.spotify.com/artist/0JjCIXB0MY61IlbFP3qqEQ?si=VKzY4Sg6QYa4x-BiX0kAGg	
VOX-0053	K	Growling_NV	Whitechapel	The Night Remains	"""Rid yourself and never return"""	2902.49	155	4/4	EXCE-141	static/metalvox/VOX-0053.wav	Geoffrey Uhal	20250529	static/metalvox/logMel/VOX-053.png	2709.055575	Male		https://open.spotify.com/artist/0JjCIXB0MY61IlbFP3qqEQ?si=VKzY4Sg6QYa4x-BiX0kAGg	
VOX-0054	K	Growling_V	Whitechapel	The Night Remains	"""Rid yourself and never return"""	3018.59	155	4/4	EXCE-141	static/metalvox/VOX-0054.wav	Geoffrey Uhal	20250529	static/metalvox/logMel/VOX-054.png	2545.402482	Male		https://open.spotify.com/artist/0JjCIXB0MY61IlbFP3qqEQ?si=VKzY4Sg6QYa4x-BiX0kAGg	
VOX-0055	K	Clean	Morbid Angel	God Of Our Own Divinity	"""Break apart this rusty chains"""	2438.1	140	3/4	EXCE-042	static/metalvox/VOX-0055.wav	Geoffrey Uhal	20250529	static/metalvox/logMel/VOX-055.png	2334.064535	Male		https://open.spotify.com/artist/0JjCIXB0MY61IlbFP3qqEQ?si=VKzY4Sg6QYa4x-BiX0kAGg	
VOX-0056	K	Clean_FLAT	Morbid Angel	God Of Our Own Divinity	"""Break apart this rusty chains"""	2263.95	140	3/4	EXCE-042	static/metalvox/VOX-0056.wav	Geoffrey Uhal	20250529	static/metalvox/logMel/VOX-056.png	2726.881014	Male		https://open.spotify.com/artist/0JjCIXB0MY61IlbFP3qqEQ?si=VKzY4Sg6QYa4x-BiX0kAGg	
VOX-0057	K	Screaming_NV	Morbid Angel	God Of Our Own Divinity	"""Break apart this rusty chains"""	2136.24	140	3/4	EXCE-042	static/metalvox/VOX-0057.wav	Geoffrey Uhal	20250529	static/metalvox/logMel/VOX-057.png	2909.605797	Male		https://open.spotify.com/artist/0JjCIXB0MY61IlbFP3qqEQ?si=VKzY4Sg6QYa4x-BiX0kAGg	
VOX-0058	K	Screaming_V	Morbid Angel	God Of Our Own Divinity	"""Break apart this rusty chains"""	2217.51	140	3/4	EXCE-042	static/metalvox/VOX-0058.wav	Geoffrey Uhal	20250529	static/metalvox/logMel/VOX-058.png	3178.619024	Male		https://open.spotify.com/artist/0JjCIXB0MY61IlbFP3qqEQ?si=VKzY4Sg6QYa4x-BiX0kAGg	
